Wavelength	Intensity
96	483.260869565	71.974522293
97	484.076086957	74.6575342466
98	484.891304348	71.0344827586
99	485.706521739	75.3623188406
100	486.52173913	66.1971830986
101	487.336956522	75.7575757576
102	488.152173913	75.3731343284
103	488.967391304	79.0322580645
104	489.782608696	71.875
105	490.597826087	79.674796748
106	491.413043478	72.5
107	492.22826087	69.465648855
108	493.043478261	67.7419354839
109	493.858695652	66.9421487603
110	494.673913043	66.0869565217
111	495.489130435	70.796460177
112	496.304347826	72.4137931034
113	497.119565217	80.5555555556
114	497.934782609	74.5454545455
115	498.75	69.0909090909
116	499.565217391	69.7247706422
117	500.380434783	71.8181818182
118	501.195652174	77.1428571429
119	502.010869565	76.1904761905
120	502.826086957	76.1904761905
121	503.641304348	65.7894736842
122	504.456521739	66.0869565217
123	505.27173913	82.0
124	506.086956522	82.9787234043
125	506.902173913	78.7878787879
126	507.717391304	73.2142857143
127	508.532608696	71.8181818182
128	509.347826087	80.3738317757
129	510.163043478	79.2452830189
130	510.97826087	74.1666666667
131	511.793478261	73.7288135593
132	512.608695652	81.1965811966
133	513.423913043	78.0487804878
134	514.239130435	72.0338983051
135	515.054347826	71.09375
136	515.869565217	76.0
137	516.684782609	77.5
138	517.5	69.4029850746
139	518.315217391	68.6131386861
140	519.130434783	76.8115942029
141	519.945652174	75.3846153846
142	520.760869565	76.1904761905
143	521.576086957	76.7123287671
144	522.391304348	72.1854304636
145	523.206521739	75.1633986928
146	524.02173913	79.3333333333
147	524.836956522	77.4834437086
148	525.652173913	75.1592356688
149	526.467391304	80.1242236025
150	527.282608696	66.6666666667
151	528.097826087	78.2051282051
152	528.913043478	75.1552795031
153	529.72826087	68.4523809524
154	530.543478261	75.7575757576
155	531.358695652	71.2643678161
156	532.173913043	81.5950920245
157	532.989130435	73.4104046243
158	533.804347826	77.0588235294
159	534.619565217	79.0419161677
160	535.434782609	72.9411764706
161	536.25	77.6397515528
162	537.065217391	72.619047619
163	537.880434783	76.0479041916
164	538.695652174	79.012345679
165	539.510869565	79.5180722892
166	540.326086957	78.4431137725
167	541.141304348	78.6982248521
168	541.956521739	77.8443113772
169	542.77173913	79.7619047619
170	543.586956522	80.9248554913
171	544.402173913	80.701754386
172	545.217391304	78.2857142857
173	546.032608696	79.4285714286
174	546.847826087	81.25
175	547.663043478	80.790960452
176	548.47826087	79.6610169492
177	549.293478261	79.3296089385
178	550.108695652	80.4469273743
179	550.923913043	79.6610169492
180	551.739130435	81.25
181	552.554347826	81.7142857143
182	553.369565217	82.3863636364
183	554.184782609	82.4858757062
184	555.0	82.5842696629
185	555.815217391	80.0
186	556.630434783	79.8882681564
187	557.445652174	78.453038674
188	558.260869565	79.6703296703
189	559.076086957	81.1111111111
190	559.891304348	82.1229050279
191	560.706521739	81.5642458101
192	561.52173913	82.1229050279
193	562.336956522	81.0055865922
194	563.152173913	81.0055865922
195	563.967391304	79.6703296703
196	564.782608696	81.1111111111
197	565.597826087	83.8888888889
198	566.413043478	80.7692307692
199	567.22826087	81.9672131148
200	568.043478261	82.2222222222
201	568.858695652	79.6703296703
202	569.673913043	80.2197802198
203	570.489130435	79.781420765
204	571.304347826	82.2222222222
205	572.119565217	79.8882681564
206	572.934782609	81.1111111111
207	573.75	82.1229050279
208	574.565217391	80.4469273743
209	575.380434783	80.4469273743
210	576.195652174	80.8988764045
211	577.010869565	78.6516853933
212	577.826086957	79.0960451977
213	578.641304348	81.0344827586
214	579.456521739	81.7142857143
215	580.27173913	81.25
216	581.086956522	81.1428571429
217	581.902173913	82.7586206897
218	582.717391304	82.5581395349
219	583.532608696	79.7687861272
220	584.347826087	81.2865497076
221	585.163043478	80.701754386
222	585.97826087	82.2485207101
223	586.793478261	80.0
224	587.608695652	79.6511627907
225	588.423913043	82.8402366864
226	589.239130435	82.9411764706
227	590.054347826	79.4117647059
228	590.869565217	80.2395209581
229	591.684782609	79.7619047619
230	592.5	78.5714285714
231	593.315217391	85.0299401198
232	594.130434783	82.0359281437
233	594.945652174	85.628742515
234	595.760869565	84.2424242424
235	596.576086957	81.8181818182
236	597.391304348	81.4814814815
237	598.206521739	79.2682926829
238	599.02173913	79.012345679
239	599.836956522	91.25
240	600.652173913	79.754601227
241	601.467391304	78.2608695652
242	602.282608696	80.5031446541
243	603.097826087	85.0
244	603.913043478	88.6075949367
245	604.72826087	86.25
246	605.543478261	81.875
247	606.358695652	81.25
248	607.173913043	84.7133757962
249	607.989130435	88.3870967742
250	608.804347826	92.7631578947
251	609.619565217	93.7106918239
252	610.434782609	98.0769230769
253	611.25	89.156626506
254	612.065217391	95.0920245399
255	612.880434783	87.1508379888
256	613.695652174	83.7696335079
257	614.510869565	82.0512820513
258	615.326086957	85.7843137255
259	616.141304348	82.4324324324
260	616.956521739	78.7878787879
261	617.77173913	75.3086419753
262	618.586956522	75.9183673469
263	619.402173913	80.2371541502
264	620.217391304	74.531835206
265	621.032608696	76.9516728625
266	621.847826087	78.3088235294
267	622.663043478	77.304964539
268	623.47826087	76.3440860215
269	624.293478261	74.4755244755
270	625.108695652	73.6301369863
271	625.923913043	74.0350877193
272	626.739130435	78.9473684211
273	627.554347826	75.9581881533
274	628.369565217	73.0769230769
275	629.184782609	74.8226950355
276	630.0	73.851590106
277	630.815217391	75.0
278	631.630434783	76.8683274021
279	632.445652174	73.4042553191
280	633.260869565	74.4444444444
281	634.076086957	78.2287822878
282	634.891304348	75.0
283	635.706521739	73.3333333333
284	636.52173913	74.6268656716
285	637.336956522	72.3484848485
286	638.152173913	73.6263736264
287	638.967391304	72.2007722008
288	639.782608696	70.6319702602
289	640.597826087	68.2835820896
290	641.413043478	68.093385214
291	642.22826087	71.6599190283
292	643.043478261	70.5179282869
293	643.858695652	72.2448979592
294	644.673913043	67.1875
295	645.489130435	69.8744769874
296	646.304347826	66.8
297	647.119565217	69.262295082
298	647.934782609	68.8524590164
299	648.75	68.4426229508
300	649.565217391	65.6
301	650.380434783	73.127753304
302	651.195652174	73.2142857143
303	652.010869565	69.9570815451
304	652.826086957	70.5627705628
305	653.641304348	69.2307692308
306	654.456521739	68.3982683983
307	655.27173913	69.1983122363
308	656.086956522	75.2293577982
309	656.902173913	72.5225225225
310	657.717391304	70.3539823009
311	658.532608696	73.0941704036
312	659.347826087	73.0593607306
313	660.163043478	75.2336448598
314	660.97826087	73.8317757009
315	661.793478261	72.4299065421
316	662.608695652	71.2962962963
317	663.423913043	71.9626168224
318	664.239130435	71.5596330275
319	665.054347826	73.1132075472
320	665.869565217	71.6981132075
321	666.684782609	70.4225352113
322	667.5	69.3023255814
323	668.315217391	70.8920187793
324	669.130434783	68.9814814815
325	669.945652174	68.2242990654
326	670.760869565	70.7547169811
327	671.576086957	68.8679245283
328	672.391304348	68.7203791469
329	673.206521739	68.4466019417
330	674.02173913	67.3076923077
331	674.836956522	68.932038835
332	675.652173913	69.9029126214
333	676.467391304	68.4466019417
334	677.282608696	65.1960784314
335	678.097826087	68.8118811881
336	678.913043478	67.6616915423
337	679.72826087	68.3417085427
338	680.543478261	66.6666666667
339	681.358695652	65.641025641
340	682.173913043	67.3684210526
341	682.989130435	68.5863874346
342	683.804347826	68.6170212766
343	684.619565217	68.085106383
344	685.434782609	65.0537634409
345	686.25	66.8421052632
346	687.065217391	67.0212765957
347	687.880434783	66.8449197861
348	688.695652174	69.0607734807
349	689.510869565	68.156424581
350	690.326086957	68.156424581
351	691.141304348	66.1111111111
352	691.956521739	68.1818181818
353	692.77173913	69.7142857143
354	693.586956522	66.6666666667
355	694.402173913	66.4739884393
356	695.217391304	67.0588235294
357	696.032608696	65.2941176471
358	696.847826087	67.4556213018
359	697.663043478	64.1176470588
360	698.47826087	65.8536585366
361	699.293478261	68.125
362	700.108695652	65.8536585366
363	700.923913043	64.1975308642
364	701.739130435	65.8385093168
365	702.554347826	66.0256410256
366	703.369565217	63.5220125786
367	704.184782609	63.8036809816
368	705.0	65.8227848101
369	705.815217391	66.2420382166
370	706.630434783	66.0130718954
371	707.445652174	65.1006711409
372	708.260869565	66.2068965517
373	709.076086957	67.3611111111
374	709.891304348	67.8321678322
375	710.706521739	70.5035971223
376	711.52173913	65.2173913043
377	712.336956522	65.2173913043
378	713.152173913	63.829787234
379	713.967391304	69.5652173913
380	714.782608696	69.5652173913
381	715.597826087	63.829787234
382	716.413043478	74.7967479675
383	717.22826087	71.2
384	718.043478261	71.2
385	718.858695652	70.4918032787
386	719.673913043	71.2
387	720.489130435	71.4285714286
388	721.304347826	70.2479338843
389	722.119565217	65.5462184874
390	722.934782609	66.1016949153
391	723.75	68.1818181818
392	724.565217391	66.1016949153
393	725.380434783	71.0526315789
394	726.195652174	68.1818181818
395	727.010869565	72.2222222222
396	727.826086957	68.8073394495
397	728.641304348	70.0934579439
398	729.456521739	68.932038835
399	730.27173913	71.7171717172
400	731.086956522	68.932038835
401	731.902173913	66.0194174757
402	732.717391304	65.3465346535
403	733.532608696	70.1030927835
404	734.347826087	68.3673469388
405	735.163043478	69.4736842105
406	735.97826087	67.3469387755
407	736.793478261	70.9677419355
408	737.608695652	80.2325581395
409	738.423913043	71.7391304348
410	739.239130435	73.9130434783
411	740.054347826	75.8620689655
412	740.869565217	66.6666666667
413	741.684782609	73.2558139535
414	742.5	65.2173913043
415	743.315217391	79.5180722892
416	744.130434783	67.8571428571
417	744.945652174	66.2790697674
418	745.760869565	75.9493670886
419	746.576086957	73.0769230769
420	747.391304348	66.6666666667
421	748.206521739	76.0
422	749.02173913	76.0
423	749.836956522	73.3333333333
424	750.652173913	73.3333333333
425	751.467391304	73.3333333333
426	752.282608696	78.0821917808
427	753.097826087	81.4285714286
428	753.913043478	81.4285714286
429	754.72826087	76.0563380282
430	755.543478261	74.2857142857
431	756.358695652	79.4520547945
432	757.173913043	74.2857142857
433	757.989130435	77.6119402985
434	758.804347826	71.4285714286
435	759.619565217	84.6153846154
436	760.434782609	64.4736842105
437	761.25	84.126984127
438	762.065217391	88.3333333333
439	762.880434783	71.6216216216
440	763.695652174	80.0
441	764.510869565	78.4615384615
442	765.326086957	80.0
443	766.141304348	85.7142857143
444	766.956521739	72.7272727273
445	767.77173913	80.0
446	768.586956522	76.1904761905
447	769.402173913	76.1904761905
448	770.217391304	78.6885245902
449	771.032608696	75.0
450	771.847826087	87.2727272727
451	772.663043478	75.0
452	773.47826087	80.0
453	774.293478261	80.0
454	775.108695652	80.3571428571
455	775.923913043	91.0714285714
456	776.739130435	85.7142857143
457	777.554347826	91.5254237288
458	778.369565217	82.7586206897
459	779.184782609	81.8181818182
